Text,Location,Source,Timestamp,Category,pre_reason,cluster,final_category,is_wrong,error_reason,predicted_category,correct
"Cyclone causing strong winds and rain in Pune, Maharashtra.","Pune, Maharashtra",Weather Dept,2024-02-05T01:02:04Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Multiple climate events including cyclone affecting Kochi, Kerala with severe impact.","Kochi, Kerala",NDTV News,2024-05-17T01:17:47Z,CYCLONE,General climate event,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Heavy rainfall has caused flooding in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",Local News,2024-12-21T00:48:23Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Multiple climate events including air_pollution affecting Warangal, Telangana with severe impact.","Warangal, Telangana",NDTV News,2024-06-07T01:31:28Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Cyclone causing strong winds and rain in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",Twitter,2025-08-27T10:47:36Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Wildfire spreading rapidly in Hyderabad, Telangana.","Hyderabad, Telangana",District Collector Office,2024-11-04T21:44:58Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Multiple climate events including landslide affecting Pune, Maharashtra with severe impact.","Pune, Maharashtra",Twitter,2025-01-06T17:41:34Z,LANDSLIDE,Indicates land movement,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Multiple climate events including air_pollution affecting Munnar, Kerala with severe impact.","Munnar, Kerala",NDTV News,2024-01-27T19:59:40Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Multiple climate events including wildfire affecting Mysuru, Karnataka with severe impact.","Mysuru, Karnataka",IMD Bulletin,2025-05-29T01:32:10Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Cyclone causing strong winds and rain in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",Weather Dept,2025-03-17T04:22:18Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Air quality dropped to hazardous levels in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",Weather Dept,2023-06-08T17:53:30Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Heavy rainfall has caused flooding in Jaipur, Rajasthan.","Jaipur, Rajasthan",Weather Dept,2025-09-27T03:01:12Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Hailstorm damaging crops and vehicles in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",IMD Bulletin,2023-12-24T06:10:45Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Thunderstorm with lightning strikes in Mumbai, Maharashtra.","Mumbai, Maharashtra",Local News,2025-05-16T08:21:03Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Air quality dropped to hazardous levels in Pune, Maharashtra.","Pune, Maharashtra",IMD Bulletin,2025-01-08T17:31:15Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cyclone causing strong winds and rain in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",Weather Dept,2023-04-18T19:02:22Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Cyclone causing strong winds and rain in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",Twitter,2023-01-07T22:00:12Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Cold wave with very low temperatures in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",Weather Dept,2024-11-01T11:28:32Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Multiple climate events including thunderstorm affecting Kolkata, West Bengal with severe impact.","Kolkata, West Bengal",Local News,2025-08-19T08:50:02Z,THUNDERSTORM,Indicates thunderstorm activity,0,THUNDERSTORM,False,Correctly clustered,THUNDERSTORM,True
"Air quality dropped to hazardous levels in Mumbai, Maharashtra.","Mumbai, Maharashtra",The Hindu,2025-05-13T21:57:58Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Multiple climate events including cold_wave affecting Coimbatore, Tamil Nadu with severe impact.","Coimbatore, Tamil Nadu",IMD Bulletin,2023-05-14T09:50:37Z,COLD_WAVE,Indicates cold wave conditions,9,FLOODS,True,Cold wave merged into general extreme weather cluster,FLOODS,False
"Severe drought affecting water supply in Bengaluru, Karnataka.","Bengaluru, Karnataka",Local News,2024-08-09T19:28:40Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Wildfire spreading rapidly in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",NDTV News,2023-09-20T02:36:14Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Multiple climate events including floods affecting Kochi, Kerala with severe impact.","Kochi, Kerala",Local News,2025-04-06T22:20:46Z,FLOODS,Indicates rainfall or water overflow event,9,FLOODS,False,Correctly clustered,FLOODS,True
"Hailstorm damaging crops and vehicles in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",IMD Bulletin,2025-04-15T08:49:00Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Multiple climate events including thunderstorm affecting Kochi, Kerala with severe impact.","Kochi, Kerala",Twitter,2024-12-02T23:36:33Z,THUNDERSTORM,Indicates thunderstorm activity,0,THUNDERSTORM,False,Correctly clustered,THUNDERSTORM,True
"Landslides triggered due to rainfall in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",Local News,2023-04-28T16:05:00Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Cold wave with very low temperatures in Katpadi, Vellore.","Katpadi, Vellore",Local News,2023-03-10T15:55:55Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Cold wave with very low temperatures in Pune, Maharashtra.","Pune, Maharashtra",District Collector Office,2025-01-08T10:38:07Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Hailstorm damaging crops and vehicles in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",The Hindu,2024-12-31T02:32:29Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Landslides triggered due to rainfall in Mysuru, Karnataka.","Mysuru, Karnataka",Local News,2023-07-30T09:12:12Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Air quality dropped to hazardous levels in Hyderabad, Telangana.","Hyderabad, Telangana",The Hindu,2023-12-08T09:59:41Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Extreme heatwave conditions observed in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",District Collector Office,2023-01-08T16:10:05Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Multiple climate events including wildfire affecting Pune, Maharashtra with severe impact.","Pune, Maharashtra",NDTV News,2024-01-22T23:16:29Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Cyclone causing strong winds and rain in Katpadi, Vellore.","Katpadi, Vellore",Twitter,2023-12-13T20:36:07Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Multiple climate events including cold_wave affecting Jaipur, Rajasthan with severe impact.","Jaipur, Rajasthan",IMD Bulletin,2024-08-27T12:50:15Z,COLD_WAVE,Indicates cold wave conditions,9,FLOODS,True,Cold wave merged into general extreme weather cluster,FLOODS,False
"Thunderstorm with lightning strikes in Warangal, Telangana.","Warangal, Telangana",NDTV News,2024-06-08T02:37:24Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Multiple climate events including drought affecting Warangal, Telangana with severe impact.","Warangal, Telangana",Weather Dept,2023-05-26T20:32:44Z,DROUGHT,Indicates water scarcity,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Severe drought affecting water supply in Kochi, Kerala.","Kochi, Kerala",Weather Dept,2024-05-01T20:53:54Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Hailstorm damaging crops and vehicles in Bengaluru, Karnataka.","Bengaluru, Karnataka",District Collector Office,2023-04-12T18:17:07Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Air quality dropped to hazardous levels in Hyderabad, Telangana.","Hyderabad, Telangana",The Hindu,2023-04-25T13:36:46Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Wildfire spreading rapidly in Munnar, Kerala.","Munnar, Kerala",The Hindu,2025-09-25T00:02:31Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Wildfire spreading rapidly in Bengaluru, Karnataka.","Bengaluru, Karnataka",District Collector Office,2025-08-21T06:38:46Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Severe drought affecting water supply in Mumbai, Maharashtra.","Mumbai, Maharashtra",The Hindu,2024-07-14T03:50:41Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Multiple climate events including wildfire affecting Madurai, Tamil Nadu with severe impact.","Madurai, Tamil Nadu",Twitter,2024-06-10T15:52:59Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Severe drought affecting water supply in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",District Collector Office,2023-12-26T00:09:34Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Cold wave with very low temperatures in Jaipur, Rajasthan.","Jaipur, Rajasthan",NDTV News,2024-12-02T20:53:28Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Severe drought affecting water supply in Kolkata, West Bengal.","Kolkata, West Bengal",Local News,2023-12-07T11:26:59Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Multiple climate events including floods affecting Hyderabad, Telangana with severe impact.","Hyderabad, Telangana",The Hindu,2023-04-23T21:39:15Z,FLOODS,Indicates rainfall or water overflow event,9,FLOODS,False,Correctly clustered,FLOODS,True
"Multiple climate events including thunderstorm affecting Kolkata, West Bengal with severe impact.","Kolkata, West Bengal",IMD Bulletin,2024-08-26T18:31:33Z,THUNDERSTORM,Indicates thunderstorm activity,0,THUNDERSTORM,False,Correctly clustered,THUNDERSTORM,True
"Multiple climate events including cyclone affecting Delhi, NCR with severe impact.","Delhi, NCR",District Collector Office,2025-10-16T22:45:39Z,CYCLONE,General climate event,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Multiple climate events including landslide affecting Kolkata, West Bengal with severe impact.","Kolkata, West Bengal",NDTV News,2023-12-09T05:12:04Z,LANDSLIDE,Indicates land movement,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Air quality dropped to hazardous levels in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",The Hindu,2025-04-13T22:07:50Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Hailstorm damaging crops and vehicles in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",Twitter,2023-12-04T10:02:39Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Air quality dropped to hazardous levels in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",District Collector Office,2025-09-18T13:51:29Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Severe drought affecting water supply in Hyderabad, Telangana.","Hyderabad, Telangana",District Collector Office,2023-03-16T20:46:40Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Multiple climate events including floods affecting Tirunelveli, Tamil Nadu with severe impact.","Tirunelveli, Tamil Nadu",Twitter,2024-07-11T08:53:05Z,FLOODS,Indicates rainfall or water overflow event,9,FLOODS,False,Correctly clustered,FLOODS,True
"Extreme heatwave conditions observed in Munnar, Kerala.","Munnar, Kerala",The Hindu,2025-07-16T13:27:34Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Heavy rainfall has caused flooding in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",IMD Bulletin,2024-02-23T12:40:57Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Heavy rainfall has caused flooding in Mysuru, Karnataka.","Mysuru, Karnataka",IMD Bulletin,2025-09-28T13:58:54Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Multiple climate events including heatwave affecting Tirunelveli, Tamil Nadu with severe impact.","Tirunelveli, Tamil Nadu",The Hindu,2024-01-11T18:02:57Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Thunderstorm with lightning strikes in Mysuru, Karnataka.","Mysuru, Karnataka",Weather Dept,2025-09-03T10:42:32Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Multiple climate events including floods affecting Warangal, Telangana with severe impact.","Warangal, Telangana",Twitter,2025-12-15T15:34:09Z,FLOODS,Indicates rainfall or water overflow event,9,FLOODS,False,Correctly clustered,FLOODS,True
"Heavy rainfall has caused flooding in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",Weather Dept,2023-12-16T04:40:30Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Heavy rainfall has caused flooding in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",Local News,2023-04-13T02:46:56Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Landslides triggered due to rainfall in Katpadi, Vellore.","Katpadi, Vellore",The Hindu,2024-11-13T18:44:29Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Hailstorm damaging crops and vehicles in Guwahati, Assam.","Guwahati, Assam",District Collector Office,2025-03-02T09:14:51Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Air quality dropped to hazardous levels in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",District Collector Office,2025-08-11T08:16:11Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cold wave with very low temperatures in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",The Hindu,2024-12-28T09:45:45Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Cold wave with very low temperatures in Katpadi, Vellore.","Katpadi, Vellore",Twitter,2025-08-13T11:18:24Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Wildfire spreading rapidly in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",IMD Bulletin,2025-10-10T03:25:05Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Multiple climate events including wildfire affecting Anantapur, Andhra Pradesh with severe impact.","Anantapur, Andhra Pradesh",NDTV News,2024-09-17T00:15:51Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Cold wave with very low temperatures in Mysuru, Karnataka.","Mysuru, Karnataka",Twitter,2025-01-12T01:56:08Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Multiple climate events including cyclone affecting Kolkata, West Bengal with severe impact.","Kolkata, West Bengal",Weather Dept,2024-04-10T12:52:49Z,CYCLONE,General climate event,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
